EmployeeID,First_Name,Surname,StreetAddress,City,State,StateFull,ZipCode,Country,CountryFull,Age,Office,Start_Date,Termination_Date,Voluntary/ Involuntary,Office_Type,Department,Currency,Bonus_pct,Job_title,DOB,level,Salary,Active Status
100707,Mark,Manno,619 Robinson Lane,Cambridge,OH,Ohio,43725,US,United States,62,NYC,05/11/2012,,,Corporate,Sales,USD,0.2,Sales Manager,21728,Manager,70000,1
100708,Dwayne,Dossett,4191 Hart Country Lane,Athens,GA,Georgia,30601,US,United States,23,NYC,05/11/2012,,,Corporate,Customer Service,USD,0.15,Associate Account Manager,35717,Associate,54000,1
100709,Naomi,Nowlin,778 Bungalow Road,Omaha,NE,Nebraska,68114,US,United States,53,NYC,05/11/2012,20/09/2021,Involuntary,Corporate,Marketing,USD,0.15,Graphic Designer,24818,Individual Contributor,81000,1
100710,John,Perry,4752 Austin Secret Lane,Veyo,UT,Utah,84770,US,United States,53,Boulder,05/11/2012,21/03/2021,Involuntary,Technology,Technology,USD,0.15,Senior Software Engineer,24905,Senior,91000,0
100711,Gene,Olson,1507 University Hill Road,Ivesdale,IL,Illinois,61851,US,United States,58,Boulder,05/11/2012,21/05/2014,Involuntary,Technology,Technology,USD,0.3,"VP, Technology",23071,VP,98000,0
100712,Misty,Hinson,3032 Wilmar Farm Road,Clinton,MD,Maryland,20735,US,United States,26,Boulder,05/11/2012,13/01/2017,Involuntary,Technology,Technology,USD,0.15,Software Engineer,34698,Individual Contributor,95000,0
100713,Mathias,Simonsen,Huginsveg 171,PORSGRUNN,,,3946,NO,Norway,28,Oslo,05/11/2012,27/05/2014,Voluntary,Technology,Technology,NOK,0.15,Software Engineer,33950,Individual Contributor,533000,0
100714,Damon,Boone,473 West Drive,Hickory Hills,IL,Illinois,60457,US,United States,33,NYC,12/11/2012,28/10/2015,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,31973,Individual Contributor,57000,0
100715,Lynn,Cote,4976 Tyler Avenue,Miami,FL,Florida,33012,US,United States,63,NYC,12/11/2012,,,Corporate,Marketing,USD,0.15,Programmatic Marketing Specialist,21197,Individual Contributor,81000,1
100716,Christine,Quintana,3045 Hall Street,Las Vegas,NV,Nevada,89101,US,United States,37,NYC,12/11/2012,26/03/2013,Involuntary,Corporate,Sales,USD,0.15,Account Executive,30724,Individual Contributor,78000,0
100717,Viola,Froman,1288 Thompson Drive,Oakland,CA,California,94612,US,United States,37,Boulder,12/11/2012,23/05/2014,Voluntary,Technology,Technology,USD,0.15,Senior Software Engineer,30544,Senior,93000,0
100718,Daniel,Mahmood,Smedbakken 234,STEINKJER,,,7725,NO,Norway,32,Oslo,12/11/2012,,,Technology,Technology,NOK,0.15,Senior Software Engineer,32409,Senior,534000,1
100719,Marielle,Blom,Ralph Tambs vei 102,ASKER,,,1384,NO,Norway,36,Oslo,12/11/2012,17/06/2016,Voluntary,Technology,Technology,NOK,0.15,Software Engineer,31118,Individual Contributor,535000,0
100720,Alan,Asay,2925 Hillside Drive,Opelousas,LA,Louisiana,70570,US,United States,32,NYC,19/11/2012,,,Corporate,Sales,USD,0.15,Sales Team Lead,32483,Senior,70000,1
100721,Michael,Banks,3901 Perine Street,Alexandria,VA,Virginia,22370,US,United States,67,NYC,19/11/2012,30/01/2021,Involuntary,Corporate,Sales,USD,0.2,Sales Manager,19881,Manager,80000,0
100722,Walter,Fordham,1432 Stratford Court,Cary,NC,North Carolina,27513,US,United States,57,NYC,19/11/2012,,,Corporate,Customer Service,USD,0.15,Account Manager,23430,Individual Contributor,58000,1
100723,Lynne,Chafin,2687 American Drive,Gulf Breeze,FL,Florida,32561,US,United States,51,NYC,19/11/2012,,,Corporate,Customer Service,USD,0.15,Account Manager,25634,Individual Contributor,50000,1
100724,Carol,Castillo,717 Charles Street,Farmington Hills,MI,Michigan,48335,US,United States,60,Boulder,19/11/2012,,,Technology,Technology,USD,0.15,Software Engineer,22280,Individual Contributor,97000,1
100725,Kim,Love,2799 New Street,Portland,OR,Oregon,97205,US,United States,43,Boulder,19/11/2012,05/11/2021,Involuntary,Technology,Technology,USD,0.15,Software Engineer,28426,Individual Contributor,96000,1
100726,Kenneth,Banas,613 Heather Sees Way,Morris,OK,Oklahoma,74445,US,United States,47,Boulder,19/11/2012,19/10/2023,Involuntary,Technology,Technology,USD,0.2,"Director, Engineering",27161,Director,98000,1
100727,Hanne,Aandal,Dyrliveien 29,BOD,,,8011,NO,Norway,55,Oslo,19/11/2012,25/09/2014,Voluntary,Technology,Technology,NOK,0.15,Software Engineer,23936,Individual Contributor,535000,0
100728,Fred,Cox,1600 Irving Place,New York,NY,New York,10011,US,United States,65,NYC,26/11/2012,19/02/2016,Voluntary,Corporate,Sales,USD,0.2,Sales Manager,20469,Manager,73000,0
100729,Barbara,Muller,101 Grim Avenue,San Diego,CA,California,92103,US,United States,58,NYC,26/11/2012,16/07/2013,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,23125,Individual Contributor,53000,0
100730,Fernando,Berry,99 Lakeland Terrace,Detroit,MI,Michigan,48226,US,United States,40,NYC,26/11/2012,,,Corporate,Customer Service,USD,0.15,Account Manager,29442,Individual Contributor,59000,1
100731,Jerry,Berggren,2255 Cameron Road,Buffalo,NY,New York,14202,US,United States,41,Boulder,26/11/2012,13/10/2021,Involuntary,Technology,Technology,USD,0.15,Software Engineer,29238,Individual Contributor,93000,1
100732,Elton,Savage,2485 Parrish Avenue,Salinas,CA,California,93901,US,United States,48,Boulder,26/11/2012,,,Technology,Technology,USD,0.15,Software Engineer,26517,Individual Contributor,91000,1
100733,Tracy,McColl,1239 Joy Lane,Woodland Hills,CA,California,91303,US,United States,69,NYC,03/12/2012,,,Corporate,Technology,USD,0.15,IT,19154,Individual Contributor,48000,1
100734,Joann,Suter,4350 Golden Ridge Road,Albany,NY,New York,12207,US,United States,43,Boulder,03/12/2012,,,Technology,Technology,USD,0.15,Software Engineer,28319,Individual Contributor,91000,1
100735,Erik,Hovland,Skyttergata 45,LESUND,,,6002,NO,Norway,25,Oslo,03/12/2012,,,Technology,Technology,NOK,0.15,Software Engineer,35213,Individual Contributor,539000,1
100736,Roxanne,Engelhardt,69 Granville Lane,Newark,NJ,New Jersey,7102,US,United States,66,NYC,10/12/2012,03/03/2020,Voluntary,Corporate,Sales,USD,0.15,Account Executive,19970,Individual Contributor,76000,0
100737,Claire,Henson,1609 Rainbow Drive,Cuyahoga Falls,OH,Ohio,44221,US,United States,59,NYC,10/12/2012,,,Corporate,Corporate,USD,0.15,Coordinator,22559,Individual Contributor,68000,1
100738,Timothy,Strickland,2051 River Road,Pueblo,CO,Colorado,81003,US,United States,43,NYC,10/12/2012,,,Corporate,Sales,USD,0.15,Account Executive,28339,Individual Contributor,72000,1
100739,Kenneth,Guyton,2983 Hidden Meadow Drive,Stanton,ND,North Dakota,58571,US,United States,55,NYC,10/12/2012,24/09/2014,Involuntary,Corporate,Customer Service,USD,0.15,Account Manager,24135,Individual Contributor,57000,0
100740,Jo,Bourque,4606 Fleming Street,Montgomery,AL,Alabama,36104,US,United States,30,NYC,10/12/2012,,,Corporate,Customer Service,USD,0.15,Account Manager,33267,Individual Contributor,58000,1
100741,Robert,Bentley,1308 Trouser Leg Road,Springfield,MA,Massachusetts,1109,US,United States,50,Boulder,10/12/2012,,,Technology,Technology,USD,0.15,Software Engineer,26057,Individual Contributor,97000,1
100742,Ethel,Hudson,2173 Patton Lane,Raleigh,NC,North Carolina,27603,US,United States,35,Boulder,10/12/2012,23/06/2014,Involuntary,Technology,Technology,USD,0.15,Software Engineer,31389,Individual Contributor,92000,0
100743,Allison,Craig,4759 Heron Way,Silverton,OR,Oregon,97381,US,United States,24,Boulder,10/12/2012,08/08/2023,Involuntary,Technology,Technology,USD,0.2,"Director, Engineering",35371,Director,99000,1
100744,Harold,Halsted,2852 Conaway Street,Bloomington,IN,Indiana,47408,US,United States,27,NYC,17/12/2012,,,Corporate,Customer Service,USD,0.15,Account Manager,34433,Individual Contributor,50000,1
100745,John,Rowe,4536 Stanley Avenue,Garden City,NY,New York,11530,US,United States,36,NYC,17/12/2012,,,Corporate,Customer Service,USD,0.15,Account Manager,30911,Individual Contributor,54000,1
100746,Judi,Stenson,1378 Shadowmar Drive,Metairie,LA,Louisiana,70001,US,United States,45,Boulder,17/12/2012,08/11/2016,Voluntary,Technology,Technology,USD,0.15,Software Engineer,27687,Individual Contributor,99000,0
100747,Frank,Tartaglia,1695 Burke Street,Boston,MA,Massachusetts,2199,US,United States,33,Boulder,17/12/2012,04/09/2018,Voluntary,Technology,Technology,USD,0.15,Software Engineer,32328,Individual Contributor,93000,0
100748,Timothy,Hanks,4500 Buck Drive,South Burlington,VT,Vermont,5403,US,United States,61,Boulder,17/12/2012,28/09/2021,Involuntary,Technology,Technology,USD,0.15,Software Engineer,21977,Individual Contributor,98000,1
100749,Erlend,Bull,Mhlumsgutua 40,HAMAR,,,2319,NO,Norway,57,Oslo,17/12/2012,08/04/2023,Voluntary,Technology,Technology,NOK,0.2,"Director, Engineering",23305,Director,532000,1
100750,Cheryl,Sapp,1595 Simpson Street,Rock Island,IL,Illinois,61201,US,United States,60,SanJose,17/12/2012,,,Corporate,Sales,USD,0.15,Account Executive,22288,Individual Contributor,73000,1
100751,James,Patterson,950 Indiana Avenue,Wahiawa,HI,Hawaii,96786,US,United States,46,NYC,24/12/2012,,,Corporate,Sales,USD,0.2,Sales Manager,27353,Manager,71000,1
100752,Ann,Reese,1601 Cambridge Drive,Phoenix,AZ,Arizona,85003,US,United States,35,Boulder,24/12/2012,,,Technology,Technology,USD,0.15,Software Engineer,31319,Individual Contributor,96000,1
100753,Barbara,Naylor,4231 Pin Oak Drive,Clinton,IA,Iowa,52732,US,United States,27,Boulder,24/12/2012,26/02/2014,Involuntary,Technology,Technology,USD,0.2,"Director, Engineering",34280,Director,96000,0
100754,Patricia,Johnson,900 Bobcat Drive,Detroit,MI,Michigan,48226,US,United States,51,Boulder,24/12/2012,28/03/2013,Involuntary,Technology,Technology,USD,0.15,Software Engineer,25753,Individual Contributor,94000,0
100755,Magdalena,Arrowood,86 Young Road,Boise,ID,Idaho,83702,US,United States,26,SanJose,24/12/2012,13/10/2020,Involuntary,Corporate,Customer Service,USD,0.15,Account Manager,34804,Individual Contributor,51000,0
100756,Michael,Yang,287 Logan Lane,Lakewood,CO,Colorado,80214,US,United States,32,NYC,31/12/2012,19/09/2018,Involuntary,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",32357,Manager,53000,0
100757,Yuko,Pierre,3789 White Avenue,Corpus Christi,TX,Texas,78476,US,United States,29,NYC,31/12/2012,27/08/2013,Voluntary,Corporate,Technology,USD,0.15,IT,33548,Individual Contributor,47000,0
100758,Lynda,Boyd,1717 Upland Avenue,Holland,OH,Ohio,43528,US,United States,57,Boulder,31/12/2012,15/05/2013,Involuntary,Technology,Technology,USD,0.15,Software Engineer,23348,Individual Contributor,99000,0
100759,Leon,Vaughn,1706 Penn Street,Jefferson City,MO,Missouri,65109,US,United States,44,NYC,07/01/2013,20/10/2017,Voluntary,Corporate,Customer Service,USD,0.15,Associate Account Manager,28022,Associate,51000,0
100760,Latoya,Riddle,3585 Snowbird Lane,Verdigre,NE,Nebraska,68783,US,United States,47,NYC,07/01/2013,,,Corporate,Marketing,USD,0.15,Graphic Designer,27117,Individual Contributor,83000,1
100761,Michael,Ochs,2480 Pike Street,San Diego,CA,California,92111,US,United States,59,NYC,07/01/2013,,,Corporate,Corporate,USD,0.15,Coordinator,22533,Individual Contributor,68000,1
100762,Caroline,Ragan,3910 Heavner Avenue,Adairsville,GA,Georgia,30103,US,United States,42,NYC,07/01/2013,,,Corporate,Customer Service,USD,0.15,Account Manager,28689,Individual Contributor,54000,1
100763,Michael,Macias,4686 Emily Renzelli Boulevard,San Francisco,CA,California,94143,US,United States,52,NYC,07/01/2013,,,Corporate,Customer Service,USD,0.15,Senior Account Manager,25104,Senior,57000,1
100764,Jon,Simpson,3018 Chipmunk Lane,Westbrook,ME,Maine,4092,US,United States,59,Boulder,07/01/2013,12/04/2021,Involuntary,Technology,Technology,USD,0.15,Senior Software Engineer,22662,Senior,92000,0
100765,Marsha,Guenther,1839 Rubaiyat Road,Grand Rapids,MI,Michigan,49508,US,United States,29,Boulder,07/01/2013,,,Technology,Technology,USD,0.2,"Director, Engineering",33523,Director,100000,1
100766,Mike,Swenson,2933 Wildrose Lane,Highland Park,MI,Michigan,48203,US,United States,26,Boulder,07/01/2013,,,Technology,Technology,USD,0.3,"VP, Technology",34685,VP,92000,1
100767,Douglas,Maldonado,3638 Twin House Lane,Neosho,MO,Missouri,64850,US,United States,32,NYC,14/01/2013,27/11/2023,Involuntary,Corporate,Sales,USD,0.15,Account Executive,32598,Individual Contributor,70000,1
100768,Lester,Wilson,859 Boone Street,Corpus Christi,TX,Texas,78473,US,United States,47,NYC,14/01/2013,01/10/2015,Involuntary,Corporate,Sales,USD,0.2,"Director, Sales",27065,Director,75000,0
100769,Jarod,Decastro,1202 Alpaca Way,Irvine,CA,California,92614,US,United States,34,Boulder,14/01/2013,24/12/2015,Involuntary,Technology,Technology,USD,0.15,Software Engineer,31783,Individual Contributor,95000,0
100770,Lee,Thompson,3930 Bridge Street,Tulsa,OK,Oklahoma,74120,US,United States,64,NYC,21/01/2013,29/01/2018,Voluntary,Corporate,Corporate,USD,0.3,"VP, Corporate",20787,VP,68000,0
100771,Juan,Hinerman,4579 Pinchelone Street,Norfolk,VA,Virginia,23510,US,United States,31,NYC,21/01/2013,,,Corporate,Customer Service,USD,0.15,Account Manager,32990,Individual Contributor,58000,1
100772,James,Mazzone,4605 Benson Park Drive,Oklahoma City,OK,Oklahoma,73128,US,United States,61,NYC,21/01/2013,,,Corporate,Customer Service,USD,0.15,Account Manager,22097,Individual Contributor,53000,1
100773,Robert,Rodriguez,4355 Roosevelt Wilson Lane,Riverside,CA,California,92501,US,United States,43,NYC,21/01/2013,27/02/2015,Involuntary,Corporate,Corporate,USD,0.15,AR Specialist,28631,Individual Contributor,61000,0
100774,Maria,Dickerson,2091 Cherry Camp Road,Bridgeview,IL,Illinois,60455,US,United States,27,NYC,21/01/2013,,,Corporate,Customer Service,USD,0.15,Account Manager,34517,Individual Contributor,58000,1
100775,Kate,Roy,1184 Central Avenue,Jersey City,NJ,New Jersey,7304,US,United States,42,NYC,21/01/2013,,,Corporate,Customer Service,USD,0.15,Associate Account Manager,28836,Manager,55000,1
100776,Stephanie,Inoue,4764 Villa Drive,Mishawaka,IN,Indiana,46544,US,United States,39,NYC,28/01/2013,10/11/2016,Voluntary,Corporate,Technology,USD,0.15,IT,30037,Individual Contributor,48000,0
100777,Garrett,Joseph,1348 Hog Camp Road,Wood Dale,IL,Illinois,60191,US,United States,44,NYC,28/01/2013,,,Corporate,Customer Service,USD,0.15,Associate Account Manager,28246,Manager,51000,1
100778,Louise,Gantt,4370 Broadway Street,Charleston,SC,South Carolina,29405,US,United States,56,NYC,28/01/2013,21/08/2022,Involuntary,Corporate,Corporate,USD,0.15,Coordinator,23890,Individual Contributor,66000,1
100779,Nellie,Soliz,659 Parrish Avenue,Cotulla,TX,Texas,78014,US,United States,31,NYC,28/01/2013,,,Corporate,Sales,USD,0.2,Regional Sales Manager,33005,Manager,77000,1
100780,Carey,Silas,3800 Virgil Street,Crestview,FL,Florida,32539,US,United States,30,NYC,28/01/2013,25/07/2016,Involuntary,Corporate,Sales,USD,0.1,"Associate, Sales",33283,Associate,76000,0
100781,Alexander,Guthrie,3013 Pine Street,Bridgeville,PA,Pennsylvania,15017,US,United States,53,Boulder,28/01/2013,06/07/2023,Involuntary,Technology,Technology,USD,0.15,Software Engineer,24795,Individual Contributor,91000,1
100782,Sabrina,Lee,3827 Goldie Lane,Cincinnati,OH,Ohio,45227,US,United States,54,Boulder,28/01/2013,,,Technology,Technology,USD,0.15,Software Engineer,24600,Individual Contributor,94000,1
100783,Diana,Seay,4238 Lake Forest Drive,White Plains,NY,New York,10641,US,United States,37,Boulder,28/01/2013,18/04/2014,Involuntary,Technology,Technology,USD,0.3,"VP, Technology",30565,VP,99000,0
100784,Greg,Jeffries,3633 Garrett Street,Philadelphia,PA,Pennsylvania,19123,US,United States,62,Boulder,28/01/2013,,,Technology,Technology,USD,0.15,Senior Software Engineer,21568,Senior,95000,1
100785,Lillia,Andrews,792 Riverwood Drive,Redding,CA,California,96001,US,United States,34,Boulder,28/01/2013,05/09/2022,Voluntary,Technology,Technology,USD,0.15,Software Engineer,31825,Individual Contributor,94000,1
100786,Mina,Vestli,rakerveien 228,OSLO,,,284,NO,Norway,38,Oslo,28/01/2013,,,Technology,Technology,NOK,0.15,Software Engineer,30313,Individual Contributor,539000,1
100787,Nancy,Allen,2074 Tavern Place,Wolf Summit,WV,West Virginia,26462,US,United States,56,NYC,04/02/2013,24/08/2016,Involuntary,Corporate,Sales,USD,0.2,Regional Sales Manager,23735,Manager,79000,0
100788,Jose,Adcock,3313 Mercer Street,Eau Claire,WI,Wisconsin,54701,US,United States,34,NYC,04/02/2013,,,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",31680,Associate,59000,1
100789,Jared,Robison,4688 Prospect Street,Vineland,NJ,New Jersey,8360,US,United States,49,NYC,04/02/2013,,,Corporate,Customer Service,USD,0.15,Account Manager,26367,Individual Contributor,51000,1
100790,Jolyn,Mejia,1778 College Avenue,Miamisburg,OH,Ohio,45342,US,United States,27,NYC,04/02/2013,26/12/2013,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,34488,Individual Contributor,54000,0
100791,Tracy,Welch,2173 Feathers Hooves Drive,Syosset,NY,New York,11791,US,United States,65,Boulder,04/02/2013,,,Technology,Technology,USD,0.15,Software Engineer,20368,Individual Contributor,100000,1
100792,Phillip,Woodman,34 Locust Court,Long Beach,CA,California,90805,US,United States,55,Boulder,04/02/2013,12/03/2020,Voluntary,Technology,Technology,USD,0.15,Software Engineer,24279,Individual Contributor,97000,0
100793,Herman,Santucci,4252 West Street,Grand Rapids,MI,Michigan,49503,US,United States,66,NYC,11/02/2013,,,Corporate,Sales,USD,0.2,"Director, Sales",20102,Director,73000,1
100794,Catherine,Clarkson,3724 Ruckman Road,Oklahoma City,OK,Oklahoma,73116,US,United States,26,NYC,11/02/2013,01/02/2023,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,34596,Individual Contributor,56000,1
100795,James,Sledge,3113 Bell Street,New York,NY,New York,10004,US,United States,64,NYC,11/02/2013,,,Corporate,Corporate,USD,0.15,Finance Coordinator,21012,Individual Contributor,69000,1
100796,David,Kenney,817 Kuhl Avenue,Gainesville,GA,Georgia,30501,US,United States,64,NYC,11/02/2013,05/09/2016,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,20766,Individual Contributor,57000,0
100797,Danial,Cookson,811 Emeral Dreams Drive,Dixon,IL,Illinois,61021,US,United States,50,NYC,11/02/2013,,,Corporate,Sales,USD,0.15,Account Executive,25823,Individual Contributor,78000,1
100798,Peter,Vita,4103 Brown Avenue,Seneca,SC,South Carolina,29678,US,United States,32,Boulder,11/02/2013,11/11/2022,Involuntary,Technology,Technology,USD,0.15,Senior Software Engineer,32602,Senior,100000,1
100799,Jesse,Presswood,743 Memory Lane,Freeport,IL,Illinois,61032,US,United States,49,Boulder,11/02/2013,17/07/2013,Voluntary,Technology,Technology,USD,0.15,Software Engineer,26436,Individual Contributor,95000,0
100800,Edward,Stoner,2587 Jerry Toth Drive,Arctic Village,AK,Alaska,99722,US,United States,48,Boulder,11/02/2013,07/03/2017,Involuntary,Technology,Technology,USD,0.15,Software Engineer,26849,Individual Contributor,97000,0
100801,Willie,Lozano,1097 Lords Way,Palmersville,TN,Tennessee,38241,US,United States,34,Boulder,11/02/2013,19/01/2020,Voluntary,Technology,Marketing,USD,0.1,"Associate, Marketing",31601,Associate,82000,0
100802,Howard,Houston,4394 Kennedy Court,Worcester,MA,Massachusetts,1608,US,United States,39,Boulder,11/02/2013,29/12/2016,Voluntary,Technology,Technology,USD,0.15,Software Engineer,30033,Individual Contributor,97000,0
100803,Catherine,Larkin,4327 Elsie Drive,Irene,SD,South Dakota,57037,US,United States,27,NYC,18/02/2013,17/10/2017,Involuntary,Corporate,Corporate,USD,0.15,Finance Coordinator,34517,Individual Contributor,61000,0
100804,Eleanore,Delatorre,4007 Oak Way,Omaha,NE,Nebraska,68164,US,United States,60,NYC,18/02/2013,,,Corporate,Customer Service,USD,0.15,Associate Account Manager,22405,Associate,54000,1
100805,Johana,Williams,4366 Williams Mine Road,South Plainfield,NJ,New Jersey,7080,US,United States,46,Boulder,18/02/2013,,,Technology,Marketing,USD,0.15,Programmatic Marketing Specialist,27348,Individual Contributor,84000,1
100806,Scott,Mercer,2873 Matthews Street,Davenport,IL,Illinois,52803,US,United States,60,Boulder,18/02/2013,,,Technology,Technology,USD,0.15,Software Engineer,22294,Individual Contributor,90000,1
100807,Guy,Vaughan,1302 Davis Lane,Englewood,CO,Colorado,80112,US,United States,44,Boulder,18/02/2013,17/08/2015,Involuntary,Technology,Technology,USD,0.15,Software Engineer,28239,Individual Contributor,96000,0
100808,Nancy,Bellows,4511 Sundown Lane,Bastrop,TX,Texas,78701,US,United States,56,Boulder,18/02/2013,03/10/2018,Involuntary,Technology,Technology,USD,0.3,"VP, Technology",23860,VP,90000,0
100809,James,Yoder,403 Harley Brook Lane,Luthersburg,PA,Pennsylvania,15848,US,United States,59,Boulder,18/02/2013,,,Technology,Technology,USD,0.2,"Director, Engineering",22680,Director,92000,1
100810,Ruth,Henson,4403 Conifer Drive,Bothell,WA,Washington,98021,US,United States,45,NYC,25/02/2013,12/08/2015,Involuntary,Corporate,Customer Service,USD,0.15,Account Manager,27906,Individual Contributor,51000,0
100811,Jim,Townsend,2977 Retreat Avenue,Tuscaloosa,AL,Alabama,35401,US,United States,34,NYC,25/02/2013,24/03/2014,Voluntary,Corporate,Sales,USD,0.15,Account Executive,31949,Individual Contributor,76000,0
100812,Adam,Nguyen,2354 Ashford Drive,Quantico,VA,Virginia,22134,US,United States,40,NYC,25/02/2013,01/07/2016,Voluntary,Corporate,Customer Service,USD,0.2,"Manager, Customer Service",29635,Manager,58000,0
100813,Jennifer,Struthers,310 Oakway Lane,Riverside,CA,California,92507,US,United States,63,NYC,25/02/2013,,,Corporate,Marketing,USD,0.3,"VP, Marketing",21337,VP,76000,1
100814,Justin,Bowman,4350 Rocket Drive,Minneapolis,MN,Minnesota,55406,US,United States,57,Boulder,25/02/2013,,,Technology,Technology,USD,0.3,"VP, Technology",23290,VP,93000,1
100815,Hanna,Larsen,Mosserdveien 10,SANDEFJORD,,,3226,NO,Norway,34,Oslo,25/02/2013,,,Technology,Technology,NOK,0.2,"Director, Engineering",31791,Director,534000,1
100816,Annalisa,Combs,2896 Boundary Street,Hastings,FL,Florida,32145,US,United States,46,NYC,04/03/2013,,,Corporate,Marketing,USD,0.1,"Associate, Marketing",27296,Associate,81000,1
100817,William,Poulsen,1997 Poplar Street,Chicago,IL,Illinois,60606,US,United States,48,Boulder,04/03/2013,,,Technology,Technology,USD,0.15,Software Engineer,26698,Individual Contributor,91000,1
100818,Ronald,Lewandowski,2721 Metz Lane,Somerdale,NJ,New Jersey,8083,US,United States,45,NYC,11/03/2013,,,Corporate,Customer Service,USD,0.15,Associate Account Manager,27853,Associate,56000,1
100819,Naomi,Goodrich,4492 Kuhl Avenue,Norcross,GA,Georgia,30071,US,United States,49,Boulder,11/03/2013,29/09/2021,Voluntary,Technology,Technology,USD,0.15,Software Engineer,26227,Individual Contributor,99000,1
100820,Bruce,Snell,4349 Quincy Street,Philadelphia,PA,Pennsylvania,19108,US,United States,23,Boulder,11/03/2013,,,Technology,Technology,USD,0.15,Senior Software Engineer,35883,Senior,94000,1
100821,Gary,Smith,1016 North Street,Madison Heights,VA,Virginia,24572,US,United States,29,NYC,18/03/2013,,,Corporate,Customer Service,USD,0.2,"Director, Customer Service",33725,Director,54000,1
100822,Wanda,Hooten,2786 McKinley Avenue,Aurora,CO,Colorado,80014,US,United States,42,NYC,18/03/2013,29/07/2016,Involuntary,Corporate,Marketing,USD,0.15,Programmatic Marketing Specialist,29039,Individual Contributor,84000,0
100823,Ella,Seals,622 University Hill Road,Jacksonville,IL,Illinois,62650,US,United States,37,NYC,18/03/2013,,,Corporate,Customer Service,USD,0.15,Account Manager,30582,Individual Contributor,54000,1
100824,Maurice,Williams,3206 Rockford Mountain Lane,Milwaukee,WI,Wisconsin,53202,US,United States,25,Boulder,18/03/2013,10/07/2013,Involuntary,Technology,Technology,USD,0.2,"Director, Engineering",35076,Director,100000,0
100825,Zachary,Sheriff,3803 Carter Street,Fairview Heights,IL,Illinois,62208,US,United States,47,Boulder,18/03/2013,01/07/2016,Involuntary,Technology,Technology,USD,0.15,Senior Software Engineer,27215,Senior,99000,0
100826,Woodrow,Bradford,3641 Briarwood Drive,Pennsauken,NJ,New Jersey,8110,US,United States,39,Boulder,18/03/2013,,,Technology,Technology,USD,0.2,"Director, Engineering",29935,Director,96000,1
100827,Oliver,Sparby,Brttemsvegen 69,HEIMDAL,,,7072,NO,Norway,28,Oslo,18/03/2013,29/06/2023,Voluntary,Technology,Technology,NOK,0.15,Software Engineer,34133,Individual Contributor,533000,1
100828,Jeremy,Sharpe,4433 Highland Drive,Van Dyne,WI,Wisconsin,54979,US,United States,42,NYC,25/03/2013,25/09/2015,Involuntary,Corporate,Customer Service,USD,0.15,Account Manager,28718,Individual Contributor,52000,0
100829,Juanita,Nuckolls,663 Illinois Avenue,Portland,OR,Oregon,97205,US,United States,34,NYC,25/03/2013,,,Corporate,Sales,USD,0.2,Sales Manager,31763,Manager,72000,1
100830,William,Waterman,1621 Warner Street,Casper,WY,Wyoming,82601,US,United States,44,NYC,25/03/2013,07/12/2017,Voluntary,Corporate,Customer Service,USD,0.15,Account Manager,28107,Individual Contributor,57000,0
100831,Clark,Parrish,13 Elliott Street,Nashua,NH,New Hampshire,3060,US,United States,49,NYC,25/03/2013,17/11/2015,Voluntary,Corporate,Corporate,USD,0.15,Finance Coordinator,26225,Individual Contributor,66000,0
100832,Joseph,Hubbert,2843 Rinehart Road,Fort Lauderdale,FL,Florida,33301,US,United States,41,Boulder,25/03/2013,01/01/2015,Involuntary,Technology,Technology,USD,0.15,Software Engineer,29265,Individual Contributor,92000,0
100833,Gerard,Chavez,2486 Upton Avenue,Brewer,ME,Maine,4412,US,United States,43,NYC,01/04/2013,,,Corporate,Sales,USD,0.15,Account Executive,28570,Individual Contributor,72000,1
100834,Mary,Trent,2513 Cerullo Road,Louisville,KY,Kentucky,40242,US,United States,60,NYC,01/04/2013,,,Corporate,Customer Service,USD,0.15,Account Manager,22130,Individual Contributor,54000,1
100835,Brenda,Lopez,552 Cantebury Drive,New York,NY,New York,10001,US,United States,29,NYC,01/04/2013,,,Corporate,Customer Service,USD,0.15,Senior Account Manager,33684,Senior,55000,1
100836,Wallace,Spence,781 Sigley Road,Lenora,KS,Kansas,67645,US,United States,42,NYC,01/04/2013,27/09/2022,Involuntary,Corporate,Customer Service,USD,0.15,Associate Account Manager,28727,Manager,51000,1
100837,William,Smith,103 Prospect Street,Vineland,NJ,New Jersey,8360,US,United States,61,Boulder,01/04/2013,,,Technology,Technology,USD,0.15,Software Engineer,21870,Individual Contributor,100000,1
100838,Oliver,Benitez,4541 Saint Clair Street,Jackson,MS,Mississippi,39201,US,United States,54,Boulder,01/04/2013,24/12/2014,Involuntary,Technology,Technology,USD,0.2,"Director, Engineering",24599,Director,97000,0
100839,Carrie,Mosher,1761 Rardin Drive,San Carlos,CA,California,94070,US,United States,27,NYC,08/04/2013,09/10/2015,Voluntary,Corporate,Corporate,USD,0.15,FP&A Analyst,34399,Individual Contributor,66000,0
